timestamp,x,y,z,activity
1729972443445.9677734375,-0.29174804687,0.19592285156,-0.93591308593,running
1729972443526.13745117187,-0.2548828125,0.17053222656,-0.98474121093,running
1729972443606.09350585937,-0.25427246093,0.18798828125,-0.96887207031,running
1729972443686.14111328125,-0.25512695312,0.19812011718,-0.9375,running
1729972443766.09716796875,-0.27844238281,0.20910644531,-0.92602539062,running
1729972443846.02270507812,-0.35815429687,0.21325683593,-0.89672851562,running
1729972443926.0703125,-0.4912109375,0.24426269531,-0.78198242187,running
1729972444005.99584960937,-0.8701171875,0.55834960937,-0.72033691406,running
1729972444086.01293945312,-0.86950683593,0.9013671875,-0.7548828125,running
1729972444165.96899414062,-0.26989746093,0.95812988281,-0.58239746093,running
1729972444245.98608398437,0.27856445312,0.79907226562,-0.41540527343,running
1729972444325.97265625,0.37902832031,0.77087402343,-0.33435058593,running
1729972444405.95922851562,-0.44030761718,1.63635253906,-0.29553222656,running
1729972444485.79321289062,-1.08081054687,1.93054199218,-0.10961914062,running
1729972444565.90185546875,-0.75732421875,0.9814453125,0.09375,running
1729972444645.9189453125,-0.46667480468,0.26904296875,0.10632324218,running
1729972444725.84448242187,-0.68774414062,0.3662109375,-0.12854003906,running
1729972444805.89208984375,-0.93981933593,1.03796386718,-0.37158203125,running
1729972444886.03125,-0.59777832031,1.26684570312,-0.38696289062,running
1729972444965.77368164062,0.0078125,0.96911621093,-0.25341796875,running
1729972445045.85180664062,0.39562988281,0.74060058593,-0.13269042968,running
1729972445125.80786132812,0.12097167968,1.46276855468,-0.16918945312,running
1729972445205.7333984375,-0.43029785156,2.05065917968,-0.15393066406,running
1729972445285.84204101562,-0.56030273437,1.36804199218,0.00317382812,running
1729972445365.92016601562,-0.45715332031,0.5107421875,0.09216308593,running
1729972445445.75415039062,-0.42785644531,0.11108398437,0.07531738281,running
1729972445525.8017578125,-0.92395019531,1.01281738281,-0.25866699218,running
1729972445605.69677734375,-1.11145019531,1.80029296875,-0.54064941406,running
1729972445685.77490234375,-0.32019042968,1.36694335937,-0.36669921875,running
1729972445765.5478515625,0.42541503906,0.87060546875,-0.18444824218,running
1729972445845.71752929687,-0.26953125,1.75378417968,-0.25280761718,running
1729972445925.55151367187,-0.87927246093,2.00708007812,-0.17102050781,running
1729972446005.59912109375,-0.71960449218,1.02868652343,0.06396484375,running
1729972446085.52465820312,-0.60961914062,0.2587890625,0.10693359375,running
1729972446165.6943359375,-0.71997070312,0.14147949218,-0.02819824218,running
1729972446245.650390625,-0.96008300781,0.908203125,-0.20385742187,running
1729972446325.75903320312,-0.80004882812,1.45544433593,-0.30981445312,running
1729972446405.59301757812,-0.17297363281,1.17065429687,-0.18713378906,running
1729972446485.396484375,0.36547851562,0.76892089843,-0.10083007812,running
1729972446565.71875,0.24755859375,1.09558105468,-0.32006835937,running
1729972446645.4306640625,-0.49841308593,1.61059570312,-0.50158691406,running
1729972446725.5087890625,-0.91833496093,1.23571777343,-0.35266113281,running
1729972446805.61743164062,-0.75024414062,0.60229492187,-0.10302734375,running
1729972446885.57348632812,-0.57080078125,0.08801269531,0.07495117187,running
1729972446965.34643554687,-0.751953125,0.36206054687,0.02038574218,running
1729972447045.51611328125,-0.91564941406,1.21948242187,-0.18640136718,running
1729972447125.35009765625,-0.60620117187,1.40466308593,-0.23278808593,running
1729972447205.45874023437,-0.04187011718,1.0458984375,-0.12634277343,running
1729972447285.47583007812,0.33801269531,0.7294921875,-0.07556152343,running
1729972447365.46240234375,0.11083984375,0.94470214843,-0.24792480468,running
1729972447445.41845703125,-0.49450683593,1.30981445312,-0.44812011718,running
1729972447525.49658203125,-0.72668457031,1.07983398437,-0.42785644531,running
1729972447605.20849609375,-0.48620605468,0.19287109375,-0.00061035156,running
1729972447685.2255859375,-0.63635253906,0.34008789062,0.06225585937,running
1729972447765.5478515625,-0.84606933593,1.16235351562,-0.11682128906,running
1729972447845.19873046875,-0.64782714843,1.49572753906,-0.19091796875,running
1729972447925.15478515625,-0.10510253906,1.09460449218,-0.08386230468,running
1729972448005.44653320312,0.26477050781,0.76574707031,-0.0546875,running
1729972448085.18896484375,-0.15380859375,1.37341308593,-0.30590820312,running
1729972448165.17553710937,-0.73254394531,1.82666015625,-0.47094726562,running
1729972448245.40625,-0.78356933593,1.16027832031,-0.31140136718,running
1729972448325.27075195312,-0.71557617187,0.41284179687,-0.10559082031,running
1729972448405.10473632812,-0.73803710937,0.05908203125,0.04455566406,running
1729972448485.396484375,-1.10095214843,0.89587402343,-0.04272460937,running
1729972448565.07788085937,-1.10021972656,1.68212890625,-0.17626953125,running
1729972448645.064453125,-0.28161621093,1.33996582031,-0.12182617187,running
1729972448725.35620117187,0.34191894531,0.90100097656,-0.08081054687,running
1729972448805.03759765625,0.23034667968,1.15710449218,-0.19921875,running
1729972448885.0546875,-0.33129882812,1.65490722656,-0.337890625,running
1729972448965.31591796875,-0.64855957031,1.38452148437,-0.27319335937,running
1729972449044.99731445312,-0.56298828125,0.69360351562,-0.08471679687,running
1729972449124.98388671875,-0.50219726562,0.20458984375,0.05529785156,running
1729972449205.30615234375,-0.89086914062,0.70520019531,-0.06896972656,running
1729972449284.95703125,-1.00219726562,1.37121582031,-0.2822265625,running
1729972449364.94360351562,0.08984375,0.74462890625,-0.14672851562,running
1729972449445.2353515625,0.22326660156,0.81420898437,-0.17578125,running
1729972449524.91674804687,-0.25024414062,1.47204589843,-0.29772949218,running
1729972449604.9033203125,-0.67321777343,1.54211425781,-0.26599121093,running
1729972449685.19506835937,-0.61206054687,0.78686523437,-0.09790039062,running
1729972449764.87646484375,-0.48754882812,0.10327148437,0.03454589843,running
1729972449844.86303710937,-0.81005859375,0.44104003906,-0.08386230468,running
1729972449925.06323242187,-1.08129882812,1.21667480468,-0.29553222656,running
1729972450004.83618164062,-0.66479492187,1.23132324218,-0.28796386718,running
1729972450085.005859375,-0.06713867187,0.90979003906,-0.14990234375,running
1729972450165.02294921875,0.30749511718,0.74011230468,-0.08239746093,running
1729972450244.7958984375,0.0048828125,1.42077636718,-0.23962402343,running
1729972450324.78247070312,-0.52612304687,1.89562988281,-0.38696289062,running
1729972450404.89111328125,-0.63830566406,1.18103027343,-0.28674316406,running
1729972450484.72509765625,-0.55822753906,0.39855957031,-0.10974121093,running
1729972450564.77270507812,-0.54479980468,0.09204101562,-0.01782226562,running
1729972450644.91186523437,-0.90234375,1.00817871093,-0.185546875,running
1729972450724.654296875,-0.90649414062,1.74499511718,-0.35229492187,running
1729972450804.88500976562,-0.26110839843,1.26086425781,-0.22375488281,running
1729972450884.84106445312,0.19299316406,0.84545898437,-0.10327148437,running
1729972450964.82763671875,0.208984375,1.04260253906,-0.21081542968,running
1729972451044.69213867187,-0.22766113281,1.47326660156,-0.3515625,running
1729972451124.83129882812,-0.509765625,0.58410644531,-0.15405273437,running
1729972451204.72631835937,-0.48791503906,0.134765625,0.00317382812,running
1729972451284.62133789062,-0.88635253906,0.44018554687,0.00354003906,running
1729972451364.791015625,-1.13977050781,1.15173339843,-0.12548828125,running
1729972451444.56396484375,-0.70251464843,1.2646484375,-0.14807128906,running
1729972451524.5810546875,-0.07116699218,0.95666503906,-0.07849121093,running
1729972451604.72021484375,0.2919921875,0.78588867187,-0.0908203125,running
1729972451684.58471679687,-0.10974121093,1.48071289062,-0.29150390625,running
1729972451764.66284179687,-0.70678710937,1.88806152343,-0.39025878906,running
1729972451844.6494140625,-0.771484375,1.15771484375,-0.26330566406,running
1729972451924.51391601562,-0.6328125,0.42626953125,-0.13110351562,running
1729972452004.439453125,-0.67138671875,0.09765625,-0.04028320312,running
1729972452084.6396484375,-1.09069824218,0.82104492187,-0.13452148437,running
1729972452164.62622070312,-1.07556152343,1.56384277343,-0.23779296875,running
1729972452244.46020507812,-0.39526367187,1.29833984375,-0.09008789062,running
1729972452324.59936523437,0.11791992187,0.93273925781,0.02685546875,running
1729972452404.43334960937,0.23645019531,1.04675292968,-0.10729980468,running
1729972452484.57250976562,-0.20861816406,1.51379394531,-0.30529785156,running
1729972452564.58959960937,-0.65380859375,1.45532226562,-0.35498046875,running
1729972452644.39306640625,-0.57275390625,0.849609375,-0.25939941406,running
1729972452724.41015625,-0.45471191406,0.24194335937,-0.06774902343,running
1729972452804.48828125,-0.78942871093,0.42761230468,-0.00549316406,running
1729972452884.50537109375,-0.63220214843,1.31103515625,-0.17810058593,running
1729972452964.43090820312,-0.02807617187,0.93127441406,-0.08935546875,running
1729972453044.41748046875,0.33410644531,0.68969726562,-0.03955078125,running
1729972453124.40405273437,-0.05993652343,1.53698730468,-0.24987792968,running
1729972453204.45166015625,-0.63452148437,2.09680175781,-0.36877441406,running
1729972453285.90307617187,-0.68884277343,1.345703125,-0.20007324218,running
1729972453364.39428710937,-0.59118652343,0.55871582031,-0.01928710937,running
1729972453444.22827148437,-0.52270507812,0.0009765625,0.09106445312,running
1729972453524.39794921875,-0.8212890625,0.87390136718,-0.10034179687,running
1729972453604.35400390625,-0.90405273437,1.89172363281,-0.27917480468,running
1729972453684.21850585937,-0.37048339843,1.52209472656,-0.15734863281,running
1729972453764.3271484375,0.11169433593,0.97766113281,-0.06713867187,running
1729972453844.31372070312,0.310546875,0.78527832031,-0.09899902343,running
1729972453924.51391601562,-0.14697265625,1.37719726562,-0.16809082031,running
1729972454004.3173828125,-0.60424804687,1.66052246093,-0.17224121093,running
1729972454084.2734375,-0.60803222656,0.98278808593,-0.06982421875,running
